sms,label,Spam/NonSpam,Word_length,preprocessed_text
"Hey are we going for the lo lesson or gym? 
",0,Non Spam,10,hey lesson gym
"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.
",0,Non Spam,24,dont pack buy ani storelik cereal pack food pack gari someth ja
"You always make things bigger than they are
",0,Non Spam,8,alway thing bigger
"Ü dun wan to watch infernal affair?
",0,Non Spam,7,dun wan watch infern affair
"Me not waking up until 4 in the afternoon, sup
",0,Non Spam,10,wake <number> afternoon
"I can send you a pic if you like :)
",0,Non Spam,10,send pic
"Okay... I booked all already... Including the one at bugis.
",0,Non Spam,10,book alreadi includ bugi
"Aight fuck it, I'll get it later
",0,Non Spam,7,aight fuck ill
"No de. But call me after some time. Ill tell you k
",0,Non Spam,12,time ill
"So dont use hook up any how
",0,Non Spam,7,dont hook ani
"How much is blackberry bold2 in nigeria.
",0,Non Spam,7,blackberri bold nigeria
"Hi where you. You in home or calicut?
",0,Non Spam,8,calicut
"Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
",0,Non Spam,21,hey darlin pick colleg wen <number> love pete
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!
",1,Spam,26,<phone> min cast pmin mob vari servic provid aom gbpmonth aom boxm age <number>+ onli
"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...
",0,Non Spam,30,thkin goin yogasana <number> den <number> den rush parco <number> nb oki lor readi
"Y so late but i need to go n get da laptop...
",0,Non Spam,12,late laptop
"Sir, I am waiting for your mail.
",0,Non Spam,7,sir wait mail
".Please charge my mobile when you get up in morning.
",0,Non Spam,10,pleas charg mobil morn
"Nothing, i got msg frm tht unknown no..
",0,Non Spam,8,noth msg frm tht unknown
"Ugh fuck it I'm resubbing to eve
",0,Non Spam,7,ugh fuck resub eve
"He didn't see his shadow. We get an early spring yay
",0,Non Spam,11,didnt shadow earli spring yay
"I did. One slice and one breadstick. Lol
",0,Non Spam,8,slice breadstick lol
"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...
",0,Non Spam,26,hey crave love ahmad saeed hallaq
"Is there any training tomorrow?
",0,Non Spam,5,ani train tomorrow
"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm
",1,Spam,26,urgent mobil <cur><number> bonu caller prize <number><number><number> thi attempt reach <phone> asap boxnqp ppm
"Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
",0,Non Spam,60,pass contact wat redim luv wid blueu smile face purpleu reali hot pinku swt orangei thnk lyk greeni reali wana wid yelowi wnt bck blackim jealou browni nw plz giv color
"Cos daddy arranging time c wat time fetch ü mah...
",0,Non Spam,10,daddi arrang time wat time fetch mah
"Then. You are eldest know.
",0,Non Spam,5,eldest
"Who's there say hi to our drugdealer
",0,Non Spam,7,drugdeal
"Its hard to believe things like this. All can say lie but think twice before saying anything to me.
",0,Non Spam,19,hard believ thing thi lie befor anyth
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p 
",1,Spam,23,eeri nokia tone rpli tone titl <number> tone dracula <number> titl ghost addamsfa munster exorcist twilight <url> poboxwwq
"Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
",1,Spam,30,sexi singl wait text age follow gender wither egf gay men text age follow egg
"Good night my dear.. Sleepwell&amp;Take care
",0,Non Spam,6,good night dear sleepwelltak care
"That is wondarfull song
",0,Non Spam,4,wondarful song
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop
",1,Spam,28,freemsg claim <number> messagestext <number> nowus webmobil <number> mate join txtcom <number>pwk box lawu <number> remov txtx
"Yar lor actually we quite fast... Cos da ge slow wat... Haha...
",0,Non Spam,12,yar lor actual quit fast slow wat haha
"Must come later.. I normally bathe him in da afternoon mah..
",0,Non Spam,11,normal bath afternoon mah
"Trust me. Even if isn't there, its there.
",0,Non Spam,8,trust isnt
"Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
",0,Non Spam,28,hey hunonbu goin <number> meet meal donyt feel cuz <number> homebut sweet latelyxxx
"85233 FREE>Ringtone!Reply REAL
",1,Spam,3,<number> free>ringtonerepli real
"I can take you at like noon
",0,Non Spam,7,noon
"Where is it. Is there any opening for mca.
",0,Non Spam,9,ani open mca
"I'm aight. Wat's happening on your side.
",0,Non Spam,7,aight wat happen
"I'm done oredi...
",0,Non Spam,3,oredi
"you are sweet as well, princess. Please tell me your likes and dislikes in bed...
",0,Non Spam,15,sweet princess pleas dislik bed
"How are you. Wish you a great semester
",0,Non Spam,8,great semest
"Moji i love you more than words. Have a rich day
",0,Non Spam,11,moji love word rich day
"Dude how do you like the buff wind.
",0,Non Spam,8,dude buff wind
"""alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.""
",0,Non Spam,24,alright babe justthought sayhey doinnearli endof wk offdam nevamindw hook uwant lovejen
"Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
",1,Spam,28,england offici poli rington colour flag yer mobil text tone flag <number> optout txt eng box wwx <cur><number>
"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.
",0,Non Spam,72,everyth actual yor ownyouv money work man pay rent fuck tank ye stress depress didnt thanksgiv cuz ill noth
"S:-)kallis wont play in first two odi:-)
",0,Non Spam,7,skalli play odi
"Then get some cash together and I'll text jason
",0,Non Spam,9,cash togeth ill text jason
"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me
",0,Non Spam,31,love soooo good hear omg today sorri problem provid tming
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16
",1,Spam,27,final chanc claim <cur><number> worth discount voucher today text ye <number> savamob member offer mobil savamob pobox muz <cur><number> <number>
"Probably, want to pick up more?
",0,Non Spam,6,probabl pick
"I'm done...
",0,Non Spam,2,
"Are you the cutest girl in the world or what
",0,Non Spam,10,cutest girl
"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?
",0,Non Spam,18,dice art class <number> <number> ani idea time tomorrow
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE
",1,Spam,23,servic inclus text credit goto <url> login= unsubscrib extra charg help<phone> box
"Oh Howda gud gud.. Mathe en samachara chikku:-)
",0,Non Spam,8,howda gud gud math samachara chikku
"I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
",0,Non Spam,15,thk <number> lor dunno ticket wat
"Audrie lousy autocorrect
",0,Non Spam,3,audri lousi autocorrect
"Its a site to simulate the test. It just gives you very tough questions to test your readiness.
",0,Non Spam,18,site simul test veri tough question test readi
"Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
",0,Non Spam,25,hit becaus otherwis light armand alway ha shit andor vomit
"I fetch yun or u fetch?
",0,Non Spam,6,fetch yun fetch
"Thank you. I like you as well...
",0,Non Spam,7,
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?
",0,Non Spam,38,hmmm imagin youv rub feet dinner readi readi kind life
"Lara said she can loan me  &lt;#&gt; .
",0,Non Spam,8,lara loan <>
"Do we have any spare power supplies
",0,Non Spam,7,ani spare power suppli
"Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
",0,Non Spam,32,yar quit clever aft mani guess lor <number> bring thk darren <number> aiya thk leona attach wat
"You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
",1,Spam,28,winner special select receiv <cur><number> cash <cur><number> award speak live oper claim ampm cost
"Yeah, don't go to bed, I'll be back before midnight
",0,Non Spam,10,yeah dont bed ill befor midnight
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop
",1,Spam,29,sunshin hol claim med holiday send stamp address envelop drink box <number> bray wicklow eir quiz start saturday unsub
"Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
",0,Non Spam,21,avail washob nob night nickey platt
"It's that time of the week again, ryan
",0,Non Spam,8,time week ryan
"Wish u many many returns of the day.. Happy birthday vikky..
",0,Non Spam,11,mani mani return day happi birthday vikki
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription
",1,Spam,24,win <cur><number> music gift voucher everi week start txt word draw <number> tsc <url> skillgam winaweek age ppermesssubscript
"I hope you know I'm still mad at you.
",0,Non Spam,9,hope mad
"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at
",0,Non Spam,29,argh spotti onli thing rememb provinc sterl onli problemfre place
"In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
",0,Non Spam,35,xam hall boy girl start term answer den manag lot hesit lookin silent intha ponnungal ipaditan
"Do you know when the result.
",0,Non Spam,6,result
"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.
",0,Non Spam,14,sorri feel realli bad total reject kinda thing
"You do got a shitload of diamonds though
",0,Non Spam,8,shitload diamond
"Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
",0,Non Spam,20,tessypl favor convey birthday nimyapl dnt forget today birthday shija
"Well I'm going to be an aunty!
",0,Non Spam,7,aunti
"Mine here like all fr china then so noisy.
",0,Non Spam,9,china noisi
"Later i guess. I needa do mcat study too.
",0,Non Spam,9,guess needa mcat studi
"S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
",0,Non Spam,17,sfrom train manual tech processit password reset troubleshoot
"Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
",1,Spam,22,voucher wc <number><number> marsm log <url> discount credit opt repli custom care <phone>
"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.
",0,Non Spam,77,spoke uncl john today strongli feel sacrific doe beg listen dont ani promis clear thing easi pleas work thing long expect creativ stifl happi promis
"Carlos took a while (again), we leave in a minute
",0,Non Spam,10,carlo leav minut
"Well done and ! luv ya all 
",0,Non Spam,7,luv ya
"Then why you came to hostel.
",0,Non Spam,6,whi hostel
"K still are you loving me.
",0,Non Spam,6,love
"But i juz remembered i gotta bathe my dog today..
",0,Non Spam,10,juz rememb gotta bath dog today
"After the drug she will be able to eat.
",0,Non Spam,9,drug abl eat
"Alright took the morphine. Back in yo.
",0,Non Spam,7,alright morphin yo
"You see the requirements please
",0,Non Spam,5,requir pleas
"You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! 
",0,Non Spam,30,stayin troubl strangersaw dave day sort nowstil bloke gona girl mrur mum getha
"FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
",1,Spam,29,freemsg hey buffi <number> love satisfi men alon feel randi repli <number> pix qlynnbv helpp msg send txt
"So can collect ur laptop?
",0,Non Spam,5,collect laptop
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.
",0,Non Spam,32,<number><number><number> + cld drink befor wld prefer spend money nosh dont mind nxt wk
"I will once i get home
",0,Non Spam,6,onc
"Waaaat?? Lololo ok next time then!
",0,Non Spam,6,waaaat lololo time
"The table's occupied, I'm waiting by the tree
",0,Non Spam,8,tabl occupi wait tree
"I surely dont forgot to come:)i will always be in touch in with you:-)
",0,Non Spam,14,dont forgot comei alway touch
"Hi kindly give us back our documents which we submitted for loan from STAPATI
",0,Non Spam,14,kindli document submit loan stapati
"I dont have i shall buy one dear
",0,Non Spam,8,dont buy dear
"Oh god i am happy to see your message after 3 days
",0,Non Spam,12,god happi messag <number> day
"What year. And how many miles.
",0,Non Spam,6,year mani mile
"Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
",0,Non Spam,23,hey cuti goe wale kinda hill shit avent kill
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
",0,Non Spam,125,sad stori man week bday wife didnt parent forgot kid work colleagu enter cabin pa happi bday boss felt special askd <number> lunch lunch invit mind bedroom minut sed sexi mood <number> minut latr wid caken wife parent kidz friend colleagu scream surpris wait sofa nake
"I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
",0,Non Spam,21,honesti road bank tomorrow tough decis great peopl
"FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
",1,Spam,29,free week nokia tone <number> mob everi week txt nokia <number> txting mate zed pobox <number> wwq normpton <number>+
"No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
",0,Non Spam,22,specialis work slave labor thi month sha shakara <number> beggar
"Is she replying. Has boye changed his phone number
",0,Non Spam,9,repli ha boy chang phone number
"hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
",0,Non Spam,35,darlin london smash anoth driver big dent realli xxx
"Nothing really, just making sure everybody's up to speed
",0,Non Spam,9,noth realli everybodi speed
"I'm not coming home 4 dinner.
",0,Non Spam,6,<number> dinner
"Thank you. And by the way, I just lost.
",0,Non Spam,9,lost
"Yes.he have good crickiting mind
",0,Non Spam,5,yesh good crickit mind
"Thx. All will be well in a few months
",0,Non Spam,9,thx month
"""CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO""
",0,Non Spam,22,pleas imin towndontmatt urgoin outlrjust reallyne docdpleas dontpleas dontignor mycallsu thecd isvimport tome <number> moro
"I wont. So wat's wit the guys
",0,Non Spam,7,wat wit guy
"Yavnt tried yet and never played original either
",0,Non Spam,8,yavnt tri play origin
"Hiya, had a good day? Have you spoken to since the weekend?
",0,Non Spam,12,hiya good day spoken sinc weekend
"See? I thought it all through
",0,Non Spam,6,thought
"get ready to moan and scream :)
",0,Non Spam,7,readi moan scream
"Oh k :)why you got job then whats up?
",0,Non Spam,9,whi job
"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday
",0,Non Spam,39,dont dont late school night especi class wednesday probabl fail test friday
"And popping &lt;#&gt; ibuprofens was no help.
",0,Non Spam,7,pop <> ibuprofen
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea
",0,Non Spam,37,babe goe day sip cappuccino love send kiss sea
"Ok.
",0,Non Spam,1,
"PS U no ur a grown up now right?
",0,Non Spam,9,grown
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...
",0,Non Spam,23,chinatown porridg claypot rice yam cake fishhead beehoon eat cheap den cafe tok nydc somethin
"I know a few people I can hit up and fuck to the yes
",0,Non Spam,14,peopl hit fuck ye
"Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
",0,Non Spam,23,puriti friendship smile read forward messageit smile gud evng
"So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
",0,Non Spam,20,anyth specif regard jaklin becaus idk fuck
"Oh god. I'm gonna Google nearby cliffs now.
",0,Non Spam,8,god gonna googl nearbi cliff
"FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
",1,Spam,24,free camera phone linerent <number>month <number> cross ntwk min <number><number> price txt bundl deal avbl <phone> calloptoutj mf
"Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?
",0,Non Spam,17,yup shd haf ard <number> add figur mani
"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. 
",0,Non Spam,22,ooh gonna start belli danc moseley <number> <number> join cafe
"Thankyou so much for the call. I appreciate your care.
",0,Non Spam,10,thankyou appreci care
"Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
",0,Non Spam,18,congrat treat pendingi mail <number> dayswil mail onc thrurespect mother homecheck mail
"I called but no one pick up e phone. I ask both of them already they said ok.
",0,Non Spam,18,pick phone alreadi
"Hi my email address has changed now it is 
",0,Non Spam,9,email address ha chang
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance
",0,Non Spam,14,valuabl affection loveabl etern nobl truth intim natur enam happi valentin day advanc
"Not much, just some textin'. How bout you?
",0,Non Spam,8,textin bout
"Bring it if you got it
",0,Non Spam,6,bring
"I'm in a movie. Call me 4 wat?
",0,Non Spam,8,movi <number> wat
"Not sure I have the stomach for it ...
",0,Non Spam,9,stomach
"Haha... can... But i'm having dinner with my cousin...
",0,Non Spam,9,haha dinner cousin
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""
",0,Non Spam,11,boy late <number> father power frndship
"(And my man carlos is definitely coming by mu tonight, no excuses)
",0,Non Spam,12,man carlo definit tonight excus
"soon you will have the real thing princess! Do i make you wet? :)
",0,Non Spam,14,real thing princess wet
"Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
",0,Non Spam,17,rajipl favour convey birthday nimya today birthday
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?
",0,Non Spam,29,haha leg neck kill amigo hope night burn swing hour
"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM
",1,Spam,26,urgent mobil xxxxxxxxx <cur><number> bonu caller prize <number><number><number> thi attempt reach <phone> asap boxnqp ppm
"Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
",0,Non Spam,21,usual bodi care buy doesnt progress continu thi talk saturday
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
",1,Spam,23,urgent <number> costa del sol holiday <cur><number> await collect <phone> toclaim sae pobox stockport skxh cost<cur><number>pm maxmin
"Hmm well, night night 
",0,Non Spam,4,hmm night night
"Just wanted to say holy shit you guys weren't kidding about this bud
",0,Non Spam,13,holi shit guy kid thi bud
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!
",0,Non Spam,27,gettin bit arti collag tryin <number> roast min love enjoy
"This is one of the days you have a billion classes, right?
",0,Non Spam,12,thi day billion class
"Goodmorning, today i am late for 2hrs. Because of back pain.
",0,Non Spam,11,goodmorn today late becaus pain
"Ok then i'll let him noe later n ask him call u tmr...
",0,Non Spam,13,ill noe tmr
"OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
",0,Non Spam,15,walik ard wan <number> buy anyth hous
"* Will have two more cartons off u and is very pleased with shelves
",0,Non Spam,14,carton veri pleas shelv
"Nice talking to you! please dont forget my pix :) i want to see all of you...
",0,Non Spam,17,nice talk pleas dont forget pix
"You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p
",1,Spam,26,guarante <cur><number> cash <cur><number> prize claim prize custom servic repres <phone> ampm cost
"But really quite funny lor wat... Then u shd haf run shorter distance wat...
",0,Non Spam,14,realli quit funni lor wat shd haf shorter distanc wat
"I notice you like looking in the shit mirror youre turning into a right freak
",0,Non Spam,15,notic shit mirror turn freak
"Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
",0,Non Spam,34,great worri care person onli life god love
"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120
",1,Spam,25,rington order number mobil charg <cur><number> tone arriv pleas custom servic <phone>
"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...
",0,Non Spam,15,prefer free day tue fri oso workin lor
"Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
",0,Non Spam,20,alrit jod revis goin keri bin doin smidgin wanna cum collegexx
"If you have belive me. Come to my home.
",0,Non Spam,9,beliv
"Oh k.k..where did you take test?
",0,Non Spam,6,kkwhere test
"Those were my exact intentions
",0,Non Spam,5,exact intent
"haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
",0,Non Spam,20,haha money leh tuition haha empti slot drive lesson
"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...
",0,Non Spam,30,hey thk juz accordin wat discuss yest lor kb sun lesson attend kb sat
"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)
",0,Non Spam,28,wen free tel vikki hav mail free today aftr
"Nothing just getting msgs by dis name wit different no's..
",0,Non Spam,10,noth msg wit differ
"What's your room number again? Wanna make sure I'm knocking on the right door
",0,Non Spam,14,room number wanna knock door
"""Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx""
",0,Non Spam,20,sicomo nolistenedth plaid albumquit gdthe air hilariousalso boughtbraindancea compofstuff aphex abelu havhear itc xxxx
"Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
",0,Non Spam,17,nelson bb longer comin money expect aint
"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.
",0,Non Spam,25,someth drink doesnt vomit temp drop unmit howev
"Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is
",0,Non Spam,23,text phone display text send number
"Every day i use to sleep after  &lt;#&gt;  so only.
",0,Non Spam,10,everi day sleep <> onli
"K I'll call you when I'm close
",0,Non Spam,7,ill close
"U buy newspapers already?
",0,Non Spam,4,buy newspap alreadi
"Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
",0,Non Spam,20,nope wif lor aft bath dog bath <number> rain
"Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
",0,Non Spam,13,boo mom tortilla soup yummmm
"No management puzzeles.
",0,Non Spam,3,manag puzzel
"How did you find out in a way that didn't include all of these details
",0,Non Spam,15,didnt includ
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!
",1,Spam,31,ya babe goten bout scammer smartthough thi regular vodafon respond prem rate msgsubscript bewar
"Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL
",1,Spam,29,<number> work morro half term nite <number> sexi passion <number> chat <phone> luv dena <cur><number>minmobsmorelkpoboxhpfl
"will you like to be spoiled? :)
",0,Non Spam,7,spoil
"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154
",1,Spam,25,rington order number mobil charg <cur><number> tone arriv pleas custom servic <phone>
"I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
",0,Non Spam,19,threat sale execut shifad rais complaint offici messag
"hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
",0,Non Spam,23,hope thing doctor remind godid littl thing left loung
"Den wat will e schedule b lk on sun?
",0,Non Spam,9,den wat schedul lk sun
"Lol enjoy role playing much?
",0,Non Spam,5,lol enjoy role play
"Ok. Me watching tv too.
",0,Non Spam,5,watch
"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams
",0,Non Spam,30,lov thi hurt truth dont mindi wil toleratbc someon comfort lie gud sweet dream
"Just checked out, heading out to drop off my stuff now
",0,Non Spam,11,check head drop stuff
"Here got lots of hair dresser fr china.
",0,Non Spam,8,lot hair dresser china
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
",0,Non Spam,35,sad stori man week bday wife didnt parent forgot kid work colleagu
"Ill call you evening ill some ideas.
",0,Non Spam,7,ill ill idea
"SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
",1,Spam,28,splashmobil choos tone wk thi subscrit servic weekli tone cost credit kick enjoy
"Did you show him and wot did he say or could u not c him 4 dust?
",0,Non Spam,17,wot <number> dust
"It should take about  &lt;#&gt;  min
",0,Non Spam,6,<> min
"Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
",1,Spam,33,heard <number> rude chat privat <phone> cum wan pic gettin shag text pix <number> send <number> sam xxx
"<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
",1,Spam,20,<forward <number>>fre entri <cur><number> weekli comp send word enter <number> <number> <url>
"Finish liao... U?
",0,Non Spam,3,finish liao
"88066 FROM 88066 LOST 3POUND HELP
",1,Spam,6,<number> <number> lost pound
"Haha i think i did too
",0,Non Spam,6,haha
"U know we watchin at lido?
",0,Non Spam,6,watchin lido
"Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
",0,Non Spam,26,life spend someon lifetim meaningless moment spent someon realli love life
